ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C)
2019-12-07T15:16:36.000,8.56,92.63,19.17
2019-12-07T15:16:46.000,8.57,92.66,19.17
2019-12-07T15:16:56.000,8.57,92.69,19.17
2019-12-07T15:17:06.000,8.57,92.68,19.17
2019-12-07T15:17:16.000,8.57,92.73,19.17
2019-12-07T15:17:26.000,8.57,92.72,19.17
2019-12-07T15:17:36.000,8.56,92.62,19.17
2019-12-07T15:17:46.000,8.56,92.60,19.17
2019-12-07T15:17:56.000,8.58,92.80,19.17
2019-12-07T15:18:06.000,8.56,92.62,19.18
2019-12-07T15:18:16.000,8.57,92.70,19.19
2019-12-07T15:18:26.000,8.56,92.69,19.19
2019-12-07T15:18:36.000,8.56,92.63,19.19
2019-12-07T15:18:46.000,8.56,92.69,19.19
2019-12-07T15:18:56.000,8.56,92.65,19.19
2019-12-07T15:19:06.000,8.56,92.64,19.19
2019-12-07T15:19:16.000,8.55,92.50,19.19
2019-12-07T15:19:26.000,8.57,92.71,19.19
2019-12-07T15:19:36.000,8.56,92.64,19.19
2019-12-07T15:19:46.000,8.55,92.58,19.19
2019-12-07T15:19:56.000,8.56,92.60,19.19
2019-12-07T15:20:06.000,8.56,92.64,19.19
2019-12-07T15:20:16.000,8.56,92.63,19.19
2019-12-07T15:20:26.000,8.56,92.65,19.19
2019-12-07T15:20:36.000,8.57,92.75,19.19
2019-12-07T15:20:46.000,8.56,92.61,19.19
2019-12-07T15:20:56.000,8.56,92.65,19.19
2019-12-07T15:21:06.000,8.55,92.58,19.19
2019-12-07T15:21:16.000,8.57,92.79,19.19
2019-12-07T15:21:26.000,8.55,92.56,19.19
2019-12-07T15:21:36.000,8.56,92.61,19.19
2019-12-07T15:21:46.000,8.56,92.62,19.18
2019-12-07T15:21:56.000,8.58,92.88,19.18
2019-12-07T15:22:06.000,8.58,92.80,19.18
2019-12-07T15:22:16.000,8.56,92.67,19.19
2019-12-07T15:22:26.000,8.57,92.71,19.18
2019-12-07T15:22:36.000,8.56,92.59,19.18
2019-12-07T15:22:46.000,8.56,92.64,19.18
2019-12-07T15:22:56.000,8.57,92.71,19.17
2019-12-07T15:23:06.000,8.57,92.66,19.17
2019-12-07T15:23:16.000,8.57,92.66,19.17
2019-12-07T15:23:26.000,8.57,92.68,19.17
2019-12-07T15:23:36.000,8.57,92.75,19.17
2019-12-07T15:23:46.000,8.58,92.79,19.17
2019-12-07T15:23:56.000,8.58,92.81,19.17
2019-12-07T15:24:06.000,8.56,92.65,19.17
2019-12-07T15:24:16.000,8.56,92.54,19.15
2019-12-07T15:24:26.000,8.56,92.52,19.15
2019-12-07T15:24:36.000,8.57,92.66,19.15
2019-12-07T15:24:46.000,8.58,92.82,19.15
2019-12-07T15:24:56.000,8.58,92.73,19.15
2019-12-07T15:25:06.000,8.58,92.76,19.15
2019-12-07T15:25:16.000,8.58,92.77,19.15
2019-12-07T15:25:26.000,8.58,92.75,19.15
2019-12-07T15:25:36.000,8.56,92.59,19.14
2019-12-07T15:25:46.000,8.57,92.67,19.13
2019-12-07T15:25:56.000,8.58,92.73,19.13
2019-12-07T15:26:06.000,8.58,92.76,19.13
2019-12-07T15:26:16.000,8.58,92.76,19.12
2019-12-07T15:26:26.000,8.58,92.71,19.11
2019-12-07T15:26:36.000,8.58,92.67,19.11
2019-12-07T15:26:46.000,8.58,92.67,19.11
2019-12-07T15:26:56.000,8.57,92.57,19.10
2019-12-07T15:27:06.000,8.57,92.54,19.10
2019-12-07T15:27:16.000,8.58,92.68,19.10
2019-12-07T15:27:26.000,8.59,92.80,19.09
2019-12-07T15:27:36.000,8.57,92.56,19.08
2019-12-07T15:27:46.000,8.58,92.68,19.08
2019-12-07T15:27:56.000,8.59,92.80,19.08
2019-12-07T15:28:06.000,8.58,92.66,19.08
2019-12-07T15:28:16.000,8.58,92.63,19.08
2019-12-07T15:28:26.000,8.60,92.79,19.07
2019-12-07T15:28:36.000,8.57,92.55,19.06
2019-12-07T15:28:46.000,8.58,92.59,19.06
2019-12-07T15:28:56.000,8.58,92.66,19.06
2019-12-07T15:29:06.000,8.58,92.62,19.06
2019-12-07T15:29:16.000,8.59,92.72,19.06
2019-12-07T15:29:26.000,8.59,92.69,19.05
2019-12-07T15:29:36.000,8.59,92.71,19.04
2019-12-07T15:29:46.000,8.58,92.56,19.04
2019-12-07T15:29:56.000,8.59,92.69,19.04
2019-12-07T15:30:06.000,8.57,92.46,19.04
2019-12-07T15:30:16.000,8.58,92.54,19.04
2019-12-07T15:30:26.000,8.57,92.51,19.04
2019-12-07T15:30:36.000,8.59,92.73,19.04
2019-12-07T15:30:46.000,8.58,92.61,19.04
2019-12-07T15:30:56.000,8.58,92.57,19.04
2019-12-07T15:31:06.000,8.61,92.86,19.03
2019-12-07T15:31:16.000,8.59,92.69,19.03
2019-12-07T15:31:26.000,8.58,92.57,19.02
2019-12-07T15:31:36.000,8.59,92.63,19.02
2019-12-07T15:31:46.000,8.59,92.59,19.02
2019-12-07T15:31:56.000,8.59,92.63,19.02
2019-12-07T15:32:06.000,8.59,92.67,19.02
2019-12-07T15:32:16.000,8.60,92.75,19.02
2019-12-07T15:32:26.000,8.59,92.68,19.01
2019-12-07T15:32:36.000,8.58,92.50,19.01
2019-12-07T15:32:46.000,8.60,92.71,19.01
2019-12-07T15:32:56.000,8.61,92.88,19.01
2019-12-07T15:33:06.000,8.60,92.75,19.01
2019-12-07T15:33:16.000,8.61,92.80,19.01
2019-12-07T15:33:26.000,8.63,93.01,19.01
2019-12-07T15:33:36.000,8.61,92.87,19.02
2019-12-07T15:33:46.000,8.60,92.74,19.02
2019-12-07T15:33:56.000,8.61,92.89,19.01
2019-12-07T15:34:06.000,8.60,92.74,19.02
2019-12-07T15:34:16.000,8.60,92.76,19.02
2019-12-07T15:34:26.000,8.60,92.77,19.02
2019-12-07T15:34:36.000,8.61,92.81,19.02
2019-12-07T15:34:46.000,8.59,92.68,19.02
2019-12-07T15:34:56.000,8.61,92.82,19.01
2019-12-07T15:35:06.000,8.60,92.72,19.02
2019-12-07T15:35:16.000,8.60,92.75,19.04
2019-12-07T15:35:26.000,8.59,92.63,19.04
2019-12-07T15:35:36.000,8.59,92.64,19.04
2019-12-07T15:35:46.000,8.57,92.51,19.04
2019-12-07T15:35:56.000,8.58,92.63,19.06
2019-12-07T15:36:06.000,8.59,92.68,19.06
2019-12-07T15:36:16.000,8.60,92.78,19.06
2019-12-07T15:36:26.000,8.59,92.73,19.06
2019-12-07T15:36:36.000,8.58,92.64,19.06
2019-12-07T15:36:46.000,8.58,92.61,19.07
2019-12-07T15:36:56.000,8.59,92.72,19.08
2019-12-07T15:37:06.000,8.59,92.75,19.08
2019-12-07T15:37:16.000,8.58,92.62,19.08
2019-12-07T15:37:26.000,8.58,92.71,19.10
2019-12-07T15:37:36.000,8.58,92.68,19.10
2019-12-07T15:37:46.000,8.58,92.66,19.10
2019-12-07T15:37:56.000,8.59,92.80,19.11
2019-12-07T15:38:06.000,8.58,92.70,19.13
2019-12-07T15:38:16.000,8.57,92.69,19.13
2019-12-07T15:38:26.000,8.57,92.65,19.15
2019-12-07T15:38:36.000,8.58,92.80,19.14
2019-12-07T15:38:46.000,8.58,92.81,19.15
2019-12-07T15:38:56.000,8.59,92.88,19.15
2019-12-07T15:39:06.000,8.58,92.81,19.15
2019-12-07T15:39:16.000,8.57,92.63,19.15
2019-12-07T15:39:26.000,8.55,92.51,19.15
2019-12-07T15:39:36.000,8.57,92.73,19.16
2019-12-07T15:39:46.000,8.57,92.65,19.15
2019-12-07T15:39:56.000,8.55,92.45,19.17
2019-12-07T15:40:06.000,8.57,92.71,19.17
2019-12-07T15:40:16.000,8.58,92.87,19.18
2019-12-07T15:40:26.000,8.57,92.70,19.19
2019-12-07T15:40:36.000,8.56,92.59,19.19
2019-12-07T15:40:46.000,8.57,92.71,19.19
2019-12-07T15:40:56.000,8.56,92.61,19.20
2019-12-07T15:41:06.000,8.55,92.56,19.21
2019-12-07T15:41:16.000,8.56,92.63,19.22
2019-12-07T15:41:26.000,8.56,92.71,19.22
2019-12-07T15:41:36.000,8.57,92.79,19.22
2019-12-07T15:41:46.000,8.55,92.63,19.24
2019-12-07T15:41:56.000,8.55,92.59,19.24
2019-12-07T15:42:06.000,8.56,92.68,19.24
2019-12-07T15:42:16.000,8.54,92.50,19.24
2019-12-07T15:42:26.000,8.55,92.63,19.24
2019-12-07T15:42:36.000,8.54,92.49,19.24
2019-12-07T15:42:46.000,8.55,92.63,19.25
2019-12-07T15:42:56.000,8.55,92.61,19.26
2019-12-07T15:43:06.000,8.55,92.70,19.26
2019-12-07T15:43:16.000,8.53,92.47,19.26
2019-12-07T15:43:26.000,8.56,92.71,19.26
2019-12-07T15:43:36.000,8.55,92.60,19.26
2019-12-07T15:43:46.000,8.56,92.75,19.26
2019-12-07T15:43:56.000,8.55,92.70,19.27
2019-12-07T15:44:06.000,8.55,92.63,19.27
2019-12-07T15:44:16.000,8.54,92.61,19.28
2019-12-07T15:44:26.000,8.55,92.70,19.28
2019-12-07T15:44:36.000,8.54,92.57,19.28
2019-12-07T15:44:46.000,8.53,92.52,19.28
2019-12-07T15:44:56.000,8.54,92.59,19.29
2019-12-07T15:45:06.000,8.54,92.56,19.29
2019-12-07T15:45:16.000,8.53,92.53,19.29
2019-12-07T15:45:26.000,8.54,92.63,19.30
2019-12-07T15:45:36.000,8.55,92.69,19.30
2019-12-07T15:45:46.000,8.53,92.57,19.30
2019-12-07T15:45:56.000,8.54,92.65,19.31
2019-12-07T15:46:06.000,8.55,92.73,19.32
2019-12-07T15:46:16.000,8.53,92.59,19.33
2019-12-07T15:46:26.000,8.53,92.58,19.33
2019-12-07T15:46:36.000,8.53,92.54,19.33
2019-12-07T15:46:46.000,8.53,92.60,19.33
2019-12-07T15:46:56.000,8.53,92.55,19.33
2019-12-07T15:47:06.000,8.52,92.51,19.33
2019-12-07T15:47:16.000,8.54,92.63,19.33
2019-12-07T15:47:26.000,8.53,92.63,19.34
2019-12-07T15:47:36.000,8.53,92.64,19.35
2019-12-07T15:47:46.000,8.53,92.57,19.33
2019-12-07T15:47:56.000,8.54,92.65,19.33
2019-12-07T15:48:06.000,8.55,92.74,19.33
2019-12-07T15:48:16.000,8.52,92.50,19.35
2019-12-07T15:48:26.000,8.52,92.55,19.35
2019-12-07T15:48:36.000,8.55,92.79,19.35
2019-12-07T15:48:46.000,8.52,92.55,19.36
2019-12-07T15:48:56.000,8.52,92.57,19.36
2019-12-07T15:49:06.000,8.52,92.51,19.36
2019-12-07T15:49:16.000,8.51,92.46,19.36
2019-12-07T15:49:26.000,8.52,92.54,19.36
2019-12-07T15:49:36.000,8.51,92.47,19.37
2019-12-07T15:49:46.000,8.53,92.61,19.37
2019-12-07T15:49:56.000,8.52,92.55,19.37
2019-12-07T15:50:06.000,8.52,92.58,19.37
2019-12-07T15:50:16.000,8.52,92.56,19.37
2019-12-07T15:50:26.000,8.53,92.62,19.37
2019-12-07T15:50:36.000,8.53,92.61,19.37
2019-12-07T15:50:46.000,8.52,92.49,19.37
2019-12-07T15:50:56.000,8.52,92.57,19.39
2019-12-07T15:51:06.000,8.53,92.64,19.39
2019-12-07T15:51:16.000,8.53,92.65,19.39
2019-12-07T15:51:26.000,8.53,92.67,19.38
2019-12-07T15:51:36.000,8.54,92.72,19.37
2019-12-07T15:51:46.000,8.53,92.64,19.37
2019-12-07T15:51:56.000,8.53,92.69,19.37
2019-12-07T15:52:06.000,8.53,92.64,19.37
2019-12-07T15:52:16.000,8.52,92.49,19.37
2019-12-07T15:52:26.000,8.53,92.68,19.37
2019-12-07T15:52:36.000,8.54,92.75,19.38
2019-12-07T15:52:46.000,8.52,92.60,19.39
2019-12-07T15:52:56.000,8.53,92.68,19.39
2019-12-07T15:53:06.000,8.50,92.41,19.39
2019-12-07T15:53:16.000,8.53,92.66,19.39
2019-12-07T15:53:26.000,8.52,92.55,19.38
2019-12-07T15:53:36.000,8.54,92.75,19.39
2019-12-07T15:53:46.000,8.52,92.53,19.39
2019-12-07T15:53:56.000,8.52,92.57,19.39
2019-12-07T15:54:06.000,8.53,92.67,19.40
2019-12-07T15:54:16.000,8.53,92.74,19.41
2019-12-07T15:54:26.000,8.52,92.62,19.40
2019-12-07T15:54:36.000,8.52,92.66,19.42
2019-12-07T15:54:46.000,8.52,92.60,19.42
2019-12-07T15:54:56.000,8.51,92.55,19.42
2019-12-07T15:55:06.000,8.53,92.75,19.42
2019-12-07T15:55:16.000,8.52,92.62,19.42
2019-12-07T15:55:26.000,8.53,92.78,19.42
2019-12-07T15:55:36.000,8.51,92.54,19.43
2019-12-07T15:55:46.000,8.51,92.52,19.44
2019-12-07T15:55:56.000,8.52,92.69,19.44
2019-12-07T15:56:06.000,8.52,92.68,19.44
2019-12-07T15:56:16.000,8.52,92.67,19.46
2019-12-07T15:56:26.000,8.51,92.62,19.44
2019-12-07T15:56:36.000,8.52,92.63,19.45
2019-12-07T15:56:46.000,8.52,92.68,19.45
2019-12-07T15:56:56.000,8.51,92.61,19.45
2019-12-07T15:57:06.000,8.53,92.80,19.44
2019-12-07T15:57:16.000,8.51,92.57,19.44
2019-12-07T15:57:26.000,8.52,92.71,19.44
2019-12-07T15:57:36.000,8.52,92.70,19.44
2019-12-07T15:57:46.000,8.51,92.62,19.46
2019-12-07T15:57:56.000,8.53,92.74,19.45
2019-12-07T15:58:06.000,8.49,92.36,19.44
2019-12-07T15:58:16.000,8.51,92.58,19.44
2019-12-07T15:58:26.000,8.52,92.69,19.44
2019-12-07T15:58:36.000,8.53,92.78,19.44
2019-12-07T15:58:46.000,8.51,92.58,19.44
2019-12-07T15:58:56.000,8.52,92.64,19.45
2019-12-07T15:59:06.000,8.52,92.70,19.46
2019-12-07T15:59:16.000,8.51,92.55,19.46
2019-12-07T15:59:26.000,8.51,92.61,19.46
2019-12-07T15:59:36.000,8.50,92.51,19.45
2019-12-07T15:59:46.000,8.50,92.51,19.44
2019-12-07T15:59:56.000,8.52,92.64,19.44
2019-12-07T16:00:06.000,8.52,92.69,19.44
2019-12-07T16:00:16.000,8.52,92.70,19.45
2019-12-07T16:00:26.000,8.52,92.63,19.45
2019-12-07T16:00:36.000,8.51,92.65,19.46
2019-12-07T16:00:46.000,8.52,92.73,19.46
2019-12-07T16:00:56.000,8.51,92.60,19.46
2019-12-07T16:01:06.000,8.52,92.69,19.46
2019-12-07T16:01:16.000,8.50,92.53,19.48
2019-12-07T16:01:26.000,8.51,92.66,19.48
2019-12-07T16:01:36.000,8.52,92.71,19.49
2019-12-07T16:01:46.000,8.52,92.79,19.49
2019-12-07T16:01:56.000,8.51,92.61,19.49
2019-12-07T16:02:06.000,8.51,92.66,19.50
2019-12-07T16:02:16.000,8.52,92.73,19.48
2019-12-07T16:02:26.000,8.52,92.76,19.50
2019-12-07T16:02:36.000,8.51,92.68,19.51
2019-12-07T16:02:46.000,8.51,92.65,19.51
2019-12-07T16:02:56.000,8.51,92.72,19.51
2019-12-07T16:03:06.000,8.51,92.68,19.51
2019-12-07T16:03:16.000,8.51,92.70,19.51
2019-12-07T16:03:26.000,8.50,92.62,19.51
2019-12-07T16:03:36.000,8.51,92.67,19.50
2019-12-07T16:03:46.000,8.50,92.60,19.51
2019-12-07T16:03:56.000,8.52,92.76,19.51
2019-12-07T16:04:06.000,8.50,92.62,19.51
2019-12-07T16:04:16.000,8.51,92.64,19.50
2019-12-07T16:04:26.000,8.50,92.56,19.51
2019-12-07T16:04:36.000,8.51,92.70,19.51
2019-12-07T16:04:46.000,8.50,92.61,19.51
2019-12-07T16:04:56.000,8.50,92.60,19.51
2019-12-07T16:05:06.000,8.51,92.73,19.51
2019-12-07T16:05:16.000,8.51,92.71,19.50
2019-12-07T16:05:26.000,8.50,92.54,19.50
2019-12-07T16:05:36.000,8.50,92.57,19.50
2019-12-07T16:05:46.000,8.51,92.61,19.50
2019-12-07T16:05:56.000,8.51,92.70,19.51
2019-12-07T16:06:06.000,8.51,92.66,19.51
2019-12-07T16:06:16.000,8.51,92.65,19.51
2019-12-07T16:06:26.000,8.50,92.54,19.51
2019-12-07T16:06:36.000,8.51,92.73,19.52
2019-12-07T16:06:46.000,8.52,92.79,19.53
2019-12-07T16:06:56.000,8.51,92.73,19.53
2019-12-07T16:07:06.000,8.51,92.71,19.53
2019-12-07T16:07:16.000,8.52,92.76,19.51
2019-12-07T16:07:26.000,8.51,92.65,19.51
2019-12-07T16:07:36.000,8.51,92.75,19.51
2019-12-07T16:07:46.000,8.50,92.64,19.52
2019-12-07T16:07:56.000,8.51,92.72,19.51
2019-12-07T16:08:06.000,8.51,92.67,19.51
2019-12-07T16:08:16.000,8.50,92.59,19.51
2019-12-07T16:08:26.000,8.51,92.69,19.51
2019-12-07T16:08:36.000,8.51,92.69,19.51
2019-12-07T16:08:46.000,8.51,92.75,19.53
2019-12-07T16:08:56.000,8.52,92.80,19.53
2019-12-07T16:09:06.000,8.52,92.80,19.51
2019-12-07T16:09:16.000,8.52,92.87,19.52
2019-12-07T16:09:26.000,8.52,92.81,19.53
2019-12-07T16:09:36.000,8.53,92.89,19.53
2019-12-07T16:09:46.000,8.52,92.80,19.53
2019-12-07T16:09:56.000,8.51,92.71,19.53
2019-12-07T16:10:06.000,8.50,92.60,19.51
2019-12-07T16:10:16.000,8.51,92.67,19.50
2019-12-07T16:10:26.000,8.52,92.74,19.51
2019-12-07T16:10:36.000,8.52,92.82,19.51
2019-12-07T16:10:46.000,8.52,92.80,19.51
2019-12-07T16:10:56.000,8.52,92.74,19.51
2019-12-07T16:11:06.000,8.50,92.61,19.51
2019-12-07T16:11:16.000,8.51,92.67,19.52
2019-12-07T16:11:26.000,8.50,92.66,19.53
2019-12-07T16:11:36.000,8.51,92.71,19.53
2019-12-07T16:11:46.000,8.51,92.77,19.53
2019-12-07T16:11:56.000,8.52,92.81,19.54
2019-12-07T16:12:06.000,8.51,92.74,19.55
2019-12-07T16:12:16.000,8.50,92.60,19.53
2019-12-07T16:12:26.000,8.49,92.52,19.53
2019-12-07T16:12:36.000,8.51,92.77,19.53
2019-12-07T16:12:46.000,8.51,92.70,19.53
2019-12-07T16:12:56.000,8.50,92.68,19.55
2019-12-07T16:13:06.000,8.49,92.52,19.53
2019-12-07T16:13:16.000,8.51,92.77,19.55
2019-12-07T16:13:26.000,8.50,92.71,19.55
2019-12-07T16:13:36.000,8.50,92.63,19.55
2019-12-07T16:13:46.000,8.51,92.80,19.55
2019-12-07T16:13:56.000,8.51,92.72,19.55
2019-12-07T16:14:06.000,8.50,92.65,19.55
2019-12-07T16:14:16.000,8.51,92.78,19.55
2019-12-07T16:14:26.000,8.50,92.65,19.55
2019-12-07T16:14:36.000,8.49,92.59,19.55
2019-12-07T16:14:46.000,8.51,92.71,19.55
2019-12-07T16:14:56.000,8.51,92.82,19.55
2019-12-07T16:15:06.000,8.52,92.85,19.55
2019-12-07T16:15:16.000,8.52,92.86,19.55
2019-12-07T16:15:26.000,8.50,92.68,19.55
2019-12-07T16:15:36.000,8.50,92.67,19.54
2019-12-07T16:15:46.000,8.50,92.70,19.55
2019-12-07T16:15:56.000,8.51,92.79,19.55
2019-12-07T16:16:06.000,8.52,92.82,19.55
2019-12-07T16:16:16.000,8.52,92.91,19.55
2019-12-07T16:16:26.000,8.51,92.77,19.55
2019-12-07T16:16:36.000,8.50,92.60,19.55
2019-12-07T16:16:46.000,8.49,92.55,19.53
2019-12-07T16:16:56.000,8.52,92.82,19.53
2019-12-07T16:17:06.000,8.51,92.68,19.53
2019-12-07T16:17:16.000,8.51,92.69,19.53
2019-12-07T16:17:26.000,8.51,92.75,19.53
2019-12-07T16:17:36.000,8.51,92.78,19.55
2019-12-07T16:17:46.000,8.50,92.69,19.55
2019-12-07T16:17:56.000,8.51,92.72,19.55
2019-12-07T16:18:06.000,8.51,92.74,19.55
2019-12-07T16:18:16.000,8.50,92.65,19.55
2019-12-07T16:18:26.000,8.52,92.89,19.56
2019-12-07T16:18:36.000,8.51,92.75,19.57
2019-12-07T16:18:46.000,8.50,92.66,19.55
2019-12-07T16:18:56.000,8.50,92.64,19.55
2019-12-07T16:19:06.000,8.51,92.77,19.55
2019-12-07T16:19:16.000,8.52,92.83,19.55
2019-12-07T16:19:26.000,8.50,92.73,19.57
2019-12-07T16:19:36.000,8.49,92.62,19.57
2019-12-07T16:19:46.000,8.49,92.56,19.57
2019-12-07T16:19:56.000,8.49,92.50,19.55
2019-12-07T16:20:06.000,8.51,92.72,19.55
2019-12-07T16:20:16.000,8.52,92.87,19.55
2019-12-07T16:20:26.000,8.50,92.61,19.55
2019-12-07T16:20:36.000,8.50,92.64,19.55
2019-12-07T16:20:46.000,8.51,92.71,19.55
2019-12-07T16:20:56.000,8.49,92.57,19.55
2019-12-07T16:21:06.000,8.51,92.76,19.55
2019-12-07T16:21:16.000,8.51,92.71,19.55
2019-12-07T16:21:26.000,8.51,92.74,19.55
2019-12-07T16:21:36.000,8.50,92.66,19.55
2019-12-07T16:21:46.000,8.51,92.75,19.56
2019-12-07T16:21:56.000,8.51,92.77,19.57
2019-12-07T16:22:06.000,8.51,92.76,19.57
2019-12-07T16:22:16.000,8.50,92.65,19.57
2019-12-07T16:22:26.000,8.49,92.63,19.57
2019-12-07T16:22:36.000,8.50,92.64,19.57
2019-12-07T16:22:46.000,8.49,92.60,19.55
2019-12-07T16:22:56.000,8.51,92.74,19.55
2019-12-07T16:23:06.000,8.51,92.71,19.55
2019-12-07T16:23:16.000,8.49,92.56,19.55
2019-12-07T16:23:26.000,8.50,92.60,19.55
2019-12-07T16:23:36.000,8.49,92.54,19.53
2019-12-07T16:23:46.000,8.50,92.59,19.53
2019-12-07T16:23:56.000,8.51,92.68,19.53
2019-12-07T16:24:06.000,8.50,92.59,19.53
2019-12-07T16:24:16.000,8.51,92.69,19.53
2019-12-07T16:24:26.000,8.51,92.69,19.53
2019-12-07T16:24:36.000,8.51,92.76,19.53
2019-12-07T16:24:46.000,8.51,92.79,19.55
2019-12-07T16:24:56.000,8.50,92.70,19.55
2019-12-07T16:25:06.000,8.50,92.70,19.55
2019-12-07T16:25:16.000,8.49,92.52,19.53
2019-12-07T16:25:26.000,8.50,92.63,19.52
2019-12-07T16:25:36.000,8.51,92.69,19.52
2019-12-07T16:25:46.000,8.50,92.60,19.53
2019-12-07T16:25:56.000,8.50,92.62,19.52
2019-12-07T16:26:06.000,8.49,92.55,19.53
2019-12-07T16:26:16.000,8.51,92.69,19.53
2019-12-07T16:26:26.000,8.51,92.67,19.53
2019-12-07T16:26:36.000,8.52,92.88,19.53
2019-12-07T16:26:46.000,8.52,92.86,19.54
2019-12-07T16:26:56.000,8.52,92.84,19.55
2019-12-07T16:27:06.000,8.51,92.78,19.55
2019-12-07T16:27:16.000,8.51,92.80,19.55
2019-12-07T16:27:26.000,8.52,92.85,19.55
2019-12-07T16:27:36.000,8.52,92.92,19.55
2019-12-07T16:27:46.000,8.50,92.71,19.56
2019-12-07T16:27:56.000,8.51,92.83,19.57
2019-12-07T16:28:06.000,8.52,92.87,19.57
2019-12-07T16:28:16.000,8.51,92.84,19.57
2019-12-07T16:28:26.000,8.53,92.98,19.57
2019-12-07T16:28:36.000,8.51,92.78,19.57
2019-12-07T16:28:46.000,8.51,92.82,19.57
2019-12-07T16:28:56.000,8.52,92.88,19.57
2019-12-07T16:29:06.000,8.49,92.63,19.57
2019-12-07T16:29:16.000,8.50,92.67,19.55
2019-12-07T16:29:26.000,8.52,92.85,19.55
2019-12-07T16:29:36.000,8.50,92.65,19.55
2019-12-07T16:29:46.000,8.52,92.88,19.55
2019-12-07T16:29:56.000,8.52,92.93,19.55
2019-12-07T16:30:06.000,8.50,92.70,19.55
2019-12-07T16:30:16.000,8.50,92.69,19.55
2019-12-07T16:30:26.000,8.51,92.76,19.55
2019-12-07T16:30:36.000,8.49,92.56,19.54
2019-12-07T16:30:46.000,8.51,92.72,19.54
2019-12-07T16:30:56.000,8.51,92.75,19.55
2019-12-07T16:31:06.000,8.51,92.77,19.55
2019-12-07T16:31:16.000,8.53,92.90,19.53
2019-12-07T16:31:26.000,8.50,92.63,19.53
2019-12-07T16:31:36.000,8.52,92.83,19.54
2019-12-07T16:31:46.000,8.51,92.74,19.55
2019-12-07T16:31:56.000,8.49,92.58,19.55
2019-12-07T16:32:06.000,8.51,92.70,19.54
2019-12-07T16:32:16.000,8.51,92.71,19.55
2019-12-07T16:32:26.000,8.52,92.81,19.54
2019-12-07T16:32:36.000,8.51,92.69,19.53
2019-12-07T16:32:46.000,8.51,92.67,19.53
2019-12-07T16:32:56.000,8.50,92.63,19.52
2019-12-07T16:33:06.000,8.52,92.82,19.53
2019-12-07T16:33:16.000,8.51,92.69,19.53
2019-12-07T16:33:26.000,8.50,92.56,19.53
2019-12-07T16:33:36.000,8.50,92.67,19.53
2019-12-07T16:33:46.000,8.50,92.70,19.55
2019-12-07T16:33:56.000,8.51,92.70,19.54
2019-12-07T16:34:06.000,8.50,92.68,19.55
2019-12-07T16:34:16.000,8.51,92.73,19.55
2019-12-07T16:34:26.000,8.52,92.83,19.55
2019-12-07T16:34:36.000,8.50,92.62,19.55
2019-12-07T16:34:46.000,8.49,92.56,19.53
2019-12-07T16:34:56.000,8.51,92.74,19.53
2019-12-07T16:35:06.000,8.51,92.70,19.53
2019-12-07T16:35:16.000,8.51,92.73,19.52
2019-12-07T16:35:26.000,8.51,92.76,19.53
2019-12-07T16:35:36.000,8.50,92.61,19.53
2019-12-07T16:35:46.000,8.51,92.65,19.52
2019-12-07T16:35:56.000,8.51,92.68,19.51
2019-12-07T16:36:06.000,8.50,92.58,19.53
