ISO 8601 Time,Ax (g),Ay (g),Az (g),Mx (mG),My (mG),Mz (mG)
2019-06-24T15:36:00.000,0.6433,-0.7442,0.1361,-56.29,118.66,185.28
2019-06-24T15:37:00.000,0.6452,-0.7452,0.1391,-58.01,118.65,186.07
2019-06-24T15:38:00.000,0.6472,-0.7442,0.1401,-58.01,118.65,186.07
2019-06-24T15:39:00.000,0.6442,-0.7462,0.1381,-59.82,115.90,183.54
2019-06-24T15:40:00.000,0.6442,-0.7462,0.1381,-58.06,117.74,184.40
2019-06-24T15:41:00.000,0.6442,-0.7462,0.1381,-58.07,120.52,183.55
2019-06-24T15:42:00.000,0.6433,-0.7462,0.1391,-58.93,119.59,184.37
2019-06-24T15:43:00.000,0.6433,-0.7442,0.1401,-55.48,117.76,182.80
2019-06-24T15:44:00.000,0.6452,-0.7472,0.1391,-58.03,119.58,185.23
2019-06-24T15:45:00.000,0.6462,-0.7462,0.1391,-55.44,120.51,184.45
2019-06-24T15:46:00.000,0.6442,-0.7482,0.1391,-58.90,118.66,185.21
2019-06-24T15:47:00.000,0.6433,-0.7462,0.1381,-59.80,118.66,184.35
2019-06-24T15:48:00.000,0.6442,-0.7452,0.1391,-55.46,121.45,183.61
2019-06-24T15:49:00.000,0.6443,-0.7432,0.1381,-58.08,116.82,183.58
2019-06-24T15:50:00.000,0.6462,-0.7452,0.1371,-56.29,118.66,185.28
2019-06-24T15:51:00.000,0.6433,-0.7462,0.1351,-57.11,121.42,186.90
2019-06-24T15:52:00.000,0.6442,-0.7422,0.1401,-57.22,121.45,182.73
2019-06-24T15:53:00.000,0.6433,-0.7452,0.1371,-56.31,117.74,184.45
2019-06-24T15:54:00.000,0.6452,-0.7452,0.1391,-56.27,118.65,186.11
2019-06-24T15:55:00.000,0.6433,-0.7432,0.1381,-58.93,119.59,184.37
2019-06-24T15:56:00.000,0.6423,-0.7462,0.1391,-58.93,119.59,184.37
2019-06-24T15:57:00.000,0.6423,-0.7462,0.1361,-55.44,118.67,184.46
2019-06-24T15:58:00.000,0.6462,-0.7432,0.1401,-57.18,118.66,184.42
2019-06-24T15:59:00.000,0.6443,-0.7452,0.1371,-60.63,118.65,186.00
2019-06-24T16:00:00.000,0.6452,-0.7442,0.1371,-57.18,118.66,184.42
2019-06-24T16:01:00.000,0.6433,-0.7442,0.1401,-58.05,122.36,184.37
2019-06-24T16:02:00.000,0.6443,-0.7452,0.1371,-58.03,117.73,185.24
2019-06-24T16:03:00.000,0.6462,-0.7432,0.1391,-56.33,122.37,183.58
2019-06-24T16:04:00.000,0.6443,-0.7442,0.1371,-56.33,119.60,183.60
2019-06-24T16:05:00.000,0.6452,-0.7442,0.1371,-56.27,118.65,186.11
2019-06-24T16:06:00.000,0.6452,-0.7452,0.1391,-58.95,121.44,183.52
2019-06-24T16:07:00.000,0.6452,-0.7462,0.1381,-59.80,119.59,184.35
2019-06-24T16:08:00.000,0.6442,-0.7452,0.1391,-58.05,120.51,184.38
2019-06-24T16:09:00.000,0.6442,-0.7462,0.1391,-57.16,118.66,185.25
2019-06-24T16:10:00.000,0.6433,-0.7452,0.1391,-58.03,120.50,185.22
2019-06-24T16:11:00.000,0.6452,-0.7442,0.1401,-56.29,119.58,185.27
2019-06-24T16:12:00.000,0.6433,-0.7432,0.1391,-56.33,116.82,183.62
2019-06-24T16:13:00.000,0.6442,-0.7442,0.1391,-58.97,119.60,182.70
2019-06-24T16:14:00.000,0.6433,-0.7462,0.1381,-56.27,117.73,186.12
2019-06-24T16:15:00.000,0.6423,-0.7472,0.1381,-56.29,116.81,185.29
2019-06-24T16:16:00.000,0.6452,-0.7452,0.1391,-58.90,119.58,185.20
2019-06-24T16:17:00.000,0.6443,-0.7452,0.1371,-57.20,121.44,183.56
2019-06-24T16:18:00.000,0.6442,-0.7472,0.1381,-59.80,118.66,184.35
2019-06-24T16:19:00.000,0.6423,-0.7422,0.1381,-56.31,120.51,184.43
2019-06-24T16:20:00.000,0.6433,-0.7462,0.1371,-56.33,120.52,183.59
2019-06-24T16:21:00.000,0.6433,-0.7472,0.1381,-57.20,119.60,183.58
2019-06-24T16:22:00.000,0.6443,-0.7442,0.1371,-57.18,119.59,184.41
2019-06-24T16:23:00.000,0.6442,-0.7472,0.1381,-57.20,120.52,183.57
2019-06-24T16:24:00.000,0.6433,-0.7462,0.1381,-57.16,120.51,185.24
2019-06-24T16:25:00.000,0.6423,-0.7422,0.1381,-58.08,118.67,183.56
2019-06-24T16:26:00.000,0.6433,-0.7462,0.1371,-56.27,118.65,186.11
2019-06-24T16:27:00.000,0.6442,-0.7442,0.1401,-59.80,117.74,184.36
2019-06-24T16:28:00.000,0.6462,-0.7472,0.1372,-58.93,118.66,184.38
2019-06-24T16:29:00.000,0.6442,-0.7462,0.1391,-58.05,118.66,184.40
2019-06-24T16:30:00.000,0.6443,-0.7442,0.1361,-58.08,119.59,183.56
2019-06-24T16:31:00.000,0.6453,-0.7442,0.1361,-57.16,120.51,185.24
2019-06-24T16:32:00.000,0.6452,-0.7462,0.1381,-58.90,118.66,185.21
2019-06-24T16:33:00.000,0.6433,-0.7432,0.1381,-58.90,123.28,185.18
2019-06-24T16:34:00.000,0.6423,-0.7462,0.1381,-58.10,120.53,182.71
2019-06-24T16:35:00.000,0.6433,-0.7452,0.1381,-56.29,120.51,185.26
2019-06-24T16:36:00.000,0.6452,-0.7472,0.1391,-57.18,123.28,184.38
2019-06-24T16:37:00.000,0.6452,-0.7452,0.1371,-56.31,120.51,184.43
2019-06-24T16:38:00.000,0.6433,-0.7442,0.1401,-58.88,118.65,186.05
2019-06-24T16:39:00.000,0.6433,-0.7432,0.1371,-58.07,122.37,183.53
2019-06-24T16:40:00.000,0.6442,-0.7452,0.1391,-58.88,120.50,186.03
2019-06-24T16:41:00.000,0.6452,-0.7462,0.1371,-58.03,119.58,185.23
2019-06-24T16:42:00.000,0.6452,-0.7442,0.1371,-57.25,117.76,181.92
2019-06-24T16:43:00.000,0.6443,-0.7462,0.1361,-58.05,120.51,184.38
2019-06-24T16:44:00.000,0.6433,-0.7442,0.1371,-59.80,118.66,184.35
2019-06-24T16:45:00.000,0.6423,-0.7442,0.1381,-56.29,120.51,185.26
2019-06-24T16:46:00.000,0.6462,-0.7472,0.1352,-58.08,119.59,183.56
2019-06-24T16:47:00.000,0.6442,-0.7452,0.1391,-57.16,120.51,185.24
2019-06-24T16:48:00.000,0.6423,-0.7442,0.1381,-56.31,118.67,184.44
2019-06-24T16:49:00.000,0.6433,-0.7462,0.1381,-57.18,119.59,184.41
2019-06-24T16:50:00.000,0.6443,-0.7422,0.1381,-58.01,122.35,186.04
2019-06-24T16:51:00.000,0.6433,-0.7452,0.1381,-57.16,119.58,185.25
2019-06-24T16:52:00.000,0.6433,-0.7442,0.1371,-58.97,118.68,182.71
2019-06-24T16:53:00.000,0.6453,-0.7452,0.1361,-57.23,118.68,182.75
2019-06-24T16:54:00.000,0.6452,-0.7452,0.1401,-59.75,119.57,186.02
2019-06-24T16:55:00.000,0.6442,-0.7462,0.1381,-59.76,116.80,186.04
2019-06-24T16:56:00.000,0.6452,-0.7462,0.1381,-58.93,118.66,184.38
2019-06-24T16:57:00.000,0.6452,-0.7432,0.1381,-58.93,118.66,184.38
2019-06-24T16:58:00.000,0.6433,-0.7452,0.1371,-57.20,119.60,183.58
2019-06-24T16:59:00.000,0.6452,-0.7452,0.1381,-59.77,120.50,185.17
2019-06-24T17:00:00.000,0.6462,-0.7442,0.1381,-58.93,117.74,184.38
2019-06-24T17:01:00.000,0.6452,-0.7472,0.1362,-55.44,120.51,184.45
2019-06-24T17:02:00.000,0.6452,-0.7452,0.1381,-57.16,119.58,185.25
2019-06-24T17:03:00.000,0.6433,-0.7462,0.1381,-56.29,118.66,185.28
2019-06-24T17:04:00.000,0.6452,-0.7442,0.1381,-56.31,121.44,184.42
2019-06-24T17:05:00.000,0.6443,-0.7452,0.1361,-60.71,120.52,182.65
2019-06-24T17:06:00.000,0.6452,-0.7432,0.1391,-56.31,118.67,184.44
2019-06-24T17:07:00.000,0.6433,-0.7432,0.1391,-59.84,119.60,182.68
2019-06-24T17:08:00.000,0.6452,-0.7472,0.1372,-57.16,118.66,185.25
2019-06-24T17:09:00.000,0.6442,-0.7442,0.1391,-58.97,119.60,182.70
2019-06-24T17:10:00.000,0.6442,-0.7432,0.1391,-55.44,119.59,184.46
2019-06-24T17:11:00.000,0.6453,-0.7452,0.1361,-57.22,120.53,182.74
2019-06-24T17:12:00.000,0.6443,-0.7462,0.1371,-58.01,118.65,186.07
2019-06-24T17:13:00.000,0.6453,-0.7452,0.1361,-56.29,118.66,185.28
2019-06-24T17:14:00.000,0.6433,-0.7482,0.1381,-56.29,117.73,185.28
2019-06-24T17:15:00.000,0.6442,-0.7482,0.1391,-58.95,120.52,183.53
2019-06-24T17:16:00.000,0.6423,-0.7452,0.1361,-58.88,117.72,186.05
2019-06-24T17:17:00.000,0.6452,-0.7452,0.1381,-56.29,118.66,185.28
2019-06-24T17:18:00.000,0.6442,-0.7452,0.1401,-59.80,117.74,184.36
2019-06-24T17:19:00.000,0.6413,-0.7462,0.1391,-55.41,121.43,185.28
2019-06-24T17:20:00.000,0.6443,-0.7462,0.1342,-58.03,118.66,185.23
2019-06-24T17:21:00.000,0.6433,-0.7442,0.1371,-57.18,119.59,184.41
2019-06-24T17:22:00.000,0.6462,-0.7462,0.1391,-56.27,119.58,186.10
2019-06-24T17:23:00.000,0.6442,-0.7462,0.1391,-56.35,119.60,182.76
2019-06-24T17:24:00.000,0.6463,-0.7442,0.1341,-58.05,119.59,184.39
2019-06-24T17:25:00.000,0.6443,-0.7462,0.1371,-60.67,117.74,184.34
2019-06-24T17:26:00.000,0.6443,-0.7442,0.1371,-57.96,121.41,187.72
2019-06-24T17:27:00.000,0.6443,-0.7442,0.1381,-57.21,116.82,183.60
2019-06-24T17:28:00.000,0.6453,-0.7452,0.1361,-55.37,121.42,186.95
2019-06-24T17:29:00.000,0.6443,-0.7432,0.1331,-57.18,119.59,184.41
2019-06-24T17:30:00.000,0.6443,-0.7442,0.1381,-56.36,116.83,182.79
2019-06-24T17:31:00.000,0.6452,-0.7432,0.1381,-56.29,120.51,185.26
2019-06-24T17:32:00.000,0.6423,-0.7452,0.1361,-58.01,117.73,186.07
2019-06-24T17:33:00.000,0.6433,-0.7432,0.1381,-58.03,119.58,185.23
2019-06-24T17:34:00.000,0.6462,-0.7432,0.1381,-59.84,117.75,182.69
2019-06-24T17:35:00.000,0.6462,-0.7432,0.1361,-57.16,120.51,185.24
2019-06-24T17:36:00.000,0.6433,-0.7472,0.1381,-55.44,119.59,184.46
2019-06-24T17:37:00.000,0.6443,-0.7452,0.1361,-58.90,119.58,185.20
2019-06-24T17:38:00.000,0.6452,-0.7442,0.1391,-57.18,120.51,184.41
2019-06-24T17:39:00.000,0.6463,-0.7452,0.1332,-56.31,119.59,184.43
2019-06-24T17:40:00.000,0.6443,-0.7472,0.1371,-58.90,118.66,185.21
2019-06-24T17:41:00.000,0.6443,-0.7462,0.1351,-58.10,117.75,182.73
2019-06-24T17:42:00.000,0.6433,-0.7442,0.1361,-57.18,118.66,184.42
2019-06-24T17:43:00.000,0.6462,-0.7452,0.1361,-58.93,119.59,184.37
2019-06-24T17:44:00.000,0.6443,-0.7442,0.1371,-56.33,118.67,183.61
2019-06-24T17:45:00.000,0.6443,-0.7442,0.1371,-58.95,117.75,183.55
2019-06-24T17:46:00.000,0.6472,-0.7432,0.1371,-57.16,118.66,185.25
2019-06-24T17:47:00.000,0.6472,-0.7452,0.1372,-55.46,118.67,183.63
2019-06-24T17:48:00.000,0.6453,-0.7452,0.1351,-55.46,119.60,183.62
2019-06-24T17:49:00.000,0.6452,-0.7452,0.1391,-58.08,118.67,183.56
2019-06-24T17:50:00.000,0.6453,-0.7422,0.1351,-57.16,119.58,185.25
2019-06-24T17:51:00.000,0.6423,-0.7432,0.1361,-56.31,119.59,184.43
2019-06-24T17:52:00.000,0.6443,-0.7452,0.1381,-58.09,122.37,182.70
2019-06-24T17:53:00.000,0.6433,-0.7432,0.1371,-57.23,118.68,182.75
2019-06-24T17:54:00.000,0.6443,-0.7462,0.1351,-57.20,119.60,183.58
2019-06-24T17:55:00.000,0.6433,-0.7462,0.1381,-54.57,117.74,184.49
2019-06-24T17:56:00.000,0.6453,-0.7432,0.1351,-58.08,118.67,183.56
2019-06-24T17:57:00.000,0.6433,-0.7452,0.1381,-58.03,117.73,185.24
2019-06-24T17:58:00.000,0.6453,-0.7412,0.1351,-56.35,121.45,182.75
2019-06-24T17:59:00.000,0.6462,-0.7432,0.1381,-55.48,121.45,182.77
2019-06-24T18:00:00.000,0.6463,-0.7422,0.1361,-55.42,118.66,185.30
2019-06-24T18:01:00.000,0.6482,-0.7462,0.1362,-55.48,119.60,182.79
2019-06-24T18:02:00.000,0.6473,-0.7432,0.1332,-55.48,118.68,182.79
2019-06-24T18:03:00.000,0.6452,-0.7442,0.1371,-59.84,121.45,182.66
2019-06-24T18:04:00.000,0.6452,-0.7452,0.1381,-56.31,119.59,184.43
2019-06-24T18:05:00.000,0.6472,-0.7432,0.1391,-58.97,119.60,182.70
2019-06-24T18:06:00.000,0.6463,-0.7422,0.1331,-58.97,116.83,182.72
2019-06-24T18:07:00.000,0.6453,-0.7452,0.1351,-57.99,120.49,186.89
2019-06-24T18:08:00.000,0.6443,-0.7462,0.1371,-54.57,118.67,184.49
2019-06-24T18:09:00.000,0.6433,-0.7472,0.1381,-58.10,119.60,182.72
2019-06-24T18:10:00.000,0.6443,-0.7462,0.1371,-56.29,120.51,185.26
2019-06-24T18:11:00.000,0.6453,-0.7462,0.1361,-56.38,118.69,181.94
2019-06-24T18:12:00.000,0.6452,-0.7432,0.1381,-56.31,118.67,184.44
2019-06-24T18:13:00.000,0.6472,-0.7482,0.1362,-56.33,119.60,183.60
2019-06-24T18:14:00.000,0.6433,-0.7472,0.1361,-55.44,119.59,184.46
2019-06-24T18:15:00.000,0.6452,-0.7452,0.1381,-57.20,119.60,183.58
2019-06-24T18:16:00.000,0.6452,-0.7462,0.1371,-56.31,121.44,184.42
2019-06-24T18:17:00.000,0.6452,-0.7422,0.1391,-58.03,119.58,185.23
2019-06-24T18:18:00.000,0.6443,-0.7442,0.1331,-58.88,117.72,186.05
2019-06-24T18:19:00.000,0.6443,-0.7442,0.1331,-59.77,120.50,185.17
2019-06-24T18:20:00.000,0.6442,-0.7462,0.1381,-55.40,117.73,186.14
2019-06-24T18:21:00.000,0.6433,-0.7452,0.1361,-59.79,122.36,184.33
2019-06-24T18:22:00.000,0.6472,-0.7432,0.1351,-56.29,121.43,185.26
2019-06-24T18:23:00.000,0.6433,-0.7462,0.1381,-55.39,120.50,186.12
2019-06-24T18:24:00.000,0.6452,-0.7412,0.1381,-58.07,120.52,183.55
2019-06-24T18:25:00.000,0.6453,-0.7442,0.1361,-56.33,120.52,183.59
2019-06-24T18:26:00.000,0.6462,-0.7452,0.1381,-56.31,119.59,184.43
2019-06-24T18:27:00.000,0.6472,-0.7442,0.1342,-57.12,119.57,186.92
2019-06-24T18:28:00.000,0.6483,-0.7412,0.1321,-55.48,119.60,182.79
2019-06-24T18:29:00.000,0.6462,-0.7462,0.1372,-56.33,116.82,183.62
2019-06-24T18:30:00.000,0.6472,-0.7442,0.1371,-56.33,121.44,183.59
2019-06-24T18:31:00.000,0.6443,-0.7432,0.1351,-58.10,119.60,182.72
2019-06-24T18:32:00.000,0.6443,-0.7462,0.1371,-59.80,117.74,184.36
2019-06-24T18:33:00.000,0.6472,-0.7442,0.1361,-55.46,119.60,183.62
2019-06-24T18:34:00.000,0.6463,-0.7432,0.1351,-57.20,119.60,183.58
2019-06-24T18:35:00.000,0.6472,-0.7442,0.1361,-56.33,120.52,183.59
2019-06-24T18:36:00.000,0.6453,-0.7422,0.1361,-55.43,122.36,184.44
2019-06-24T18:37:00.000,0.6462,-0.7432,0.1381,-55.46,120.52,183.61
2019-06-24T18:38:00.000,0.6453,-0.7422,0.1341,-58.95,119.59,183.53
2019-06-24T18:39:00.000,0.6482,-0.7432,0.1361,-58.14,119.62,181.05
2019-06-24T18:40:00.000,0.6482,-0.7422,0.1331,-55.48,120.53,182.78
2019-06-24T18:41:00.000,0.6462,-0.7432,0.1371,-58.08,118.67,183.56
2019-06-24T18:42:00.000,0.6462,-0.7422,0.1371,-56.37,120.53,181.92
2019-06-24T18:43:00.000,0.6473,-0.7423,0.1311,-57.18,120.51,184.41
2019-06-24T18:44:00.000,0.6462,-0.7452,0.1381,-56.35,120.53,182.76
2019-06-24T18:45:00.000,0.6462,-0.7452,0.1361,-54.63,117.76,181.99
2019-06-24T18:46:00.000,0.6472,-0.7432,0.1361,-54.59,120.52,183.64
2019-06-24T18:47:00.000,0.6462,-0.7422,0.1371,-55.44,120.51,184.45
2019-06-24T18:48:00.000,0.6443,-0.7432,0.1361,-55.46,118.67,183.63
2019-06-24T18:49:00.000,0.6492,-0.7462,0.1342,-59.84,117.75,182.69
2019-06-24T18:50:00.000,0.6462,-0.7442,0.1361,-56.37,120.53,181.92
2019-06-24T18:51:00.000,0.6453,-0.7452,0.1332,-58.12,120.53,181.88
2019-06-24T18:52:00.000,0.6453,-0.7462,0.1361,-59.84,117.75,182.69
2019-06-24T18:53:00.000,0.6473,-0.7453,0.1322,-58.95,116.82,183.55
2019-06-24T18:54:00.000,0.6482,-0.7432,0.1342,-57.20,118.67,183.58
2019-06-24T18:55:00.000,0.6463,-0.7442,0.1341,-56.33,118.67,183.61
2019-06-24T18:56:00.000,0.6462,-0.7452,0.1361,-57.18,120.51,184.41
2019-06-24T18:57:00.000,0.6433,-0.7432,0.1371,-57.25,115.91,181.94
2019-06-24T18:58:00.000,0.6463,-0.7433,0.1302,-57.23,117.75,182.76
2019-06-24T18:59:00.000,0.6443,-0.7463,0.1332,-57.18,119.59,184.41
2019-06-24T19:00:00.000,0.6443,-0.7442,0.1351,-55.46,118.67,183.63
2019-06-24T19:01:00.000,0.6462,-0.7432,0.1381,-55.46,119.60,183.62
2019-06-24T19:02:00.000,0.6453,-0.7412,0.1351,-55.57,119.63,179.45
2019-06-24T19:03:00.000,0.6453,-0.7452,0.1351,-57.20,119.60,183.58
2019-06-24T19:04:00.000,0.6443,-0.7452,0.1341,-58.08,119.59,183.56
2019-06-24T19:05:00.000,0.6443,-0.7462,0.1351,-55.57,120.56,179.44
2019-06-24T19:06:00.000,0.6452,-0.7442,0.1381,-57.20,118.67,183.58
2019-06-24T19:07:00.000,0.6473,-0.7432,0.1332,-54.61,121.45,182.79
2019-06-24T19:08:00.000,0.6453,-0.7442,0.1341,-58.06,116.82,184.41
2019-06-24T19:09:00.000,0.6463,-0.7462,0.1332,-56.31,120.51,184.43
2019-06-24T19:10:00.000,0.6472,-0.7472,0.1342,-56.38,117.76,181.94
2019-06-24T19:11:00.000,0.6482,-0.7432,0.1351,-55.46,118.67,183.63
2019-06-24T19:12:00.000,0.6453,-0.7432,0.1351,-57.23,117.75,182.76
2019-06-24T19:13:00.000,0.6473,-0.7453,0.1312,-56.35,120.53,182.76
2019-06-24T19:14:00.000,0.6462,-0.7462,0.1381,-59.84,120.52,182.67
2019-06-24T19:15:00.000,0.6463,-0.7452,0.1352,-56.31,118.67,184.44
2019-06-24T19:16:00.000,0.6472,-0.7442,0.1381,-55.51,117.76,181.97
2019-06-24T19:17:00.000,0.6472,-0.7442,0.1361,-57.20,119.60,183.58
2019-06-24T19:18:00.000,0.6482,-0.7462,0.1352,-56.27,118.65,186.11
2019-06-24T19:19:00.000,0.6443,-0.7442,0.1351,-55.44,118.67,184.46
2019-06-24T19:20:00.000,0.6443,-0.7422,0.1361,-57.18,118.66,184.42
2019-06-24T19:21:00.000,0.6463,-0.7452,0.1352,-57.18,119.59,184.41
2019-06-24T19:22:00.000,0.6472,-0.7452,0.1362,-57.18,121.44,184.40
2019-06-24T19:23:00.000,0.6443,-0.7442,0.1361,-57.20,118.67,183.58
2019-06-24T19:24:00.000,0.6443,-0.7452,0.1361,-57.18,119.59,184.41
2019-06-24T19:25:00.000,0.6453,-0.7452,0.1332,-56.35,118.68,182.77
2019-06-24T19:26:00.000,0.6462,-0.7442,0.1361,-56.33,121.44,183.59
2019-06-24T19:27:00.000,0.6472,-0.7452,0.1352,-59.82,118.67,183.52
2019-06-24T19:28:00.000,0.6453,-0.7462,0.1352,-57.29,117.78,180.25
2019-06-24T19:29:00.000,0.6463,-0.7442,0.1332,-56.36,117.76,182.78
2019-06-24T19:30:00.000,0.6433,-0.7452,0.1341,-55.46,120.52,183.61
2019-06-24T19:31:00.000,0.6463,-0.7452,0.1352,-58.14,119.62,181.05
2019-06-24T19:32:00.000,0.6443,-0.7442,0.1341,-56.33,120.52,183.59
2019-06-24T19:33:00.000,0.6443,-0.7442,0.1351,-56.33,117.75,183.61
2019-06-24T19:34:00.000,0.6453,-0.7432,0.1341,-58.95,118.67,183.54
2019-06-24T19:35:00.000,0.6472,-0.7452,0.1352,-55.50,122.38,181.93
2019-06-24T19:36:00.000,0.6443,-0.7432,0.1351,-56.35,118.68,182.77
2019-06-24T19:37:00.000,0.6443,-0.7432,0.1371,-57.23,118.68,182.75
2019-06-24T19:38:00.000,0.6463,-0.7422,0.1361,-56.33,120.52,183.59
2019-06-24T19:39:00.000,0.6462,-0.7422,0.1371,-57.25,119.61,181.91
2019-06-24T19:40:00.000,0.6453,-0.7442,0.1361,-55.50,120.54,181.94
2019-06-24T19:41:00.000,0.6463,-0.7452,0.1352,-57.25,118.69,181.91
2019-06-24T19:42:00.000,0.6453,-0.7442,0.1351,-54.65,119.62,181.14
2019-06-24T19:43:00.000,0.6433,-0.7442,0.1351,-58.03,116.81,185.25
2019-06-24T19:44:00.000,0.6453,-0.7462,0.1352,-56.31,118.67,184.44
2019-06-24T19:45:00.000,0.6472,-0.7452,0.1352,-58.07,120.52,183.55
2019-06-24T19:46:00.000,0.6433,-0.7432,0.1381,-56.26,120.50,186.10
2019-06-24T19:47:00.000,0.6443,-0.7462,0.1342,-56.35,118.68,182.77
2019-06-24T19:48:00.000,0.6453,-0.7452,0.1361,-55.44,120.51,184.45
2019-06-24T19:49:00.000,0.6443,-0.7452,0.1371,-57.20,119.60,183.58
2019-06-24T19:50:00.000,0.6452,-0.7452,0.1371,-57.20,120.52,183.57
2019-06-24T19:51:00.000,0.6472,-0.7432,0.1361,-55.41,120.51,185.28
2019-06-24T19:52:00.000,0.6443,-0.7473,0.1332,-57.25,121.46,181.89
2019-06-24T19:53:00.000,0.6453,-0.7442,0.1341,-55.48,120.53,182.78
2019-06-24T19:54:00.000,0.6443,-0.7442,0.1341,-58.10,121.45,182.71
2019-06-24T19:55:00.000,0.6452,-0.7452,0.1371,-55.44,118.67,184.46
2019-06-24T19:56:00.000,0.6443,-0.7422,0.1361,-58.10,116.83,182.74
2019-06-24T19:57:00.000,0.6462,-0.7452,0.1371,-55.48,120.53,182.78
2019-06-24T19:58:00.000,0.6463,-0.7432,0.1351,-60.71,120.52,182.65
2019-06-24T19:59:00.000,0.6453,-0.7442,0.1341,-57.25,119.61,181.91
2019-06-24T20:00:00.000,0.6453,-0.7432,0.1351,-57.27,117.77,181.09
2019-06-24T20:01:00.000,0.6463,-0.7422,0.1351,-55.50,118.69,181.96
2019-06-24T20:02:00.000,0.6463,-0.7442,0.1351,-58.90,119.58,185.20
2019-06-24T20:03:00.000,0.6463,-0.7422,0.1351,-55.50,119.61,181.95
2019-06-24T20:04:00.000,0.6453,-0.7432,0.1351,-58.93,119.59,184.37
2019-06-24T20:05:00.000,0.6453,-0.7432,0.1361,-58.19,117.78,179.39
2019-06-24T20:06:00.000,0.6463,-0.7422,0.1361,-57.25,118.69,181.91
2019-06-24T20:07:00.000,0.6443,-0.7462,0.1342,-55.48,119.60,182.79
2019-06-24T20:08:00.000,0.6463,-0.7412,0.1361,-56.29,118.66,185.28
2019-06-24T20:09:00.000,0.6462,-0.7432,0.1371,-56.31,118.67,184.44
2019-06-24T20:10:00.000,0.6453,-0.7442,0.1331,-55.53,117.77,181.13
2019-06-24T20:11:00.000,0.6453,-0.7442,0.1361,-58.01,117.73,186.07
2019-06-24T20:12:00.000,0.6462,-0.7462,0.1352,-56.31,120.51,184.43
2019-06-24T20:13:00.000,0.6462,-0.7442,0.1361,-57.23,119.60,182.74
2019-06-24T20:14:00.000,0.6463,-0.7452,0.1352,-58.05,120.51,184.38
2019-06-24T20:15:00.000,0.6452,-0.7442,0.1391,-56.24,118.64,186.95
2019-06-24T20:16:00.000,0.6452,-0.7432,0.1381,-55.48,119.60,182.79
2019-06-24T20:17:00.000,0.6423,-0.7442,0.1371,-58.88,119.57,186.04
2019-06-24T20:18:00.000,0.6463,-0.7462,0.1342,-56.31,119.59,184.43
2019-06-24T20:19:00.000,0.6443,-0.7452,0.1341,-57.18,120.51,184.41
2019-06-24T20:20:00.000,0.6462,-0.7472,0.1362,-55.42,119.58,185.29
2019-06-24T20:21:00.000,0.6453,-0.7432,0.1351,-58.92,120.51,184.36
2019-06-24T20:22:00.000,0.6453,-0.7442,0.1361,-59.86,121.45,181.83
2019-06-24T20:23:00.000,0.6453,-0.7422,0.1341,-58.08,119.59,183.56
2019-06-24T20:24:00.000,0.6472,-0.7442,0.1352,-58.08,118.67,183.56
2019-06-24T20:25:00.000,0.6443,-0.7422,0.1351,-57.18,120.51,184.41
2019-06-24T20:26:00.000,0.6463,-0.7442,0.1351,-57.18,120.51,184.41
2019-06-24T20:27:00.000,0.6453,-0.7452,0.1341,-58.95,120.52,183.53
2019-06-24T20:28:00.000,0.6443,-0.7442,0.1381,-58.05,118.66,184.40
2019-06-24T20:29:00.000,0.6443,-0.7432,0.1351,-56.39,123.31,181.07
2019-06-24T20:30:00.000,0.6443,-0.7442,0.1341,-58.05,118.66,184.40
2019-06-24T20:31:00.000,0.6453,-0.7452,0.1351,-58.08,119.59,183.56
2019-06-24T20:32:00.000,0.6463,-0.7452,0.1342,-57.20,118.67,183.58
2019-06-24T20:33:00.000,0.6443,-0.7432,0.1371,-56.44,118.71,179.43
2019-06-24T20:34:00.000,0.6453,-0.7472,0.1352,-57.22,120.53,182.74
2019-06-24T20:35:00.000,0.6452,-0.7442,0.1391,-57.16,118.66,185.25
2019-06-24T20:36:00.000,0.6462,-0.7442,0.1361,-57.16,120.51,185.24
2019-06-24T20:37:00.000,0.6462,-0.7442,0.1371,-55.48,120.53,182.78
2019-06-24T20:38:00.000,0.6462,-0.7442,0.1361,-56.31,116.82,184.46
2019-06-24T20:39:00.000,0.6453,-0.7473,0.1332,-56.38,118.69,181.94
2019-06-24T20:40:00.000,0.6453,-0.7452,0.1351,-59.82,120.52,183.50
2019-06-24T20:41:00.000,0.6453,-0.7452,0.1351,-56.26,123.27,186.08
2019-06-24T20:42:00.000,0.6452,-0.7442,0.1371,-57.20,121.44,183.56
2019-06-24T20:43:00.000,0.6452,-0.7442,0.1381,-57.16,119.58,185.25
2019-06-24T20:44:00.000,0.6443,-0.7472,0.1371,-57.16,118.66,185.25
2019-06-24T20:45:00.000,0.6433,-0.7432,0.1371,-58.07,120.52,183.55
2019-06-24T20:46:00.000,0.6453,-0.7432,0.1371,-59.86,118.68,181.85
2019-06-24T20:47:00.000,0.6463,-0.7432,0.1341,-55.41,121.43,185.28
2019-06-24T20:48:00.000,0.6453,-0.7462,0.1352,-57.18,119.59,184.41
2019-06-24T20:49:00.000,0.6452,-0.7452,0.1371,-58.03,119.58,185.23
2019-06-24T20:50:00.000,0.6462,-0.7442,0.1361,-58.03,120.50,185.22
2019-06-24T20:51:00.000,0.6443,-0.7452,0.1381,-57.18,119.59,184.41
2019-06-24T20:52:00.000,0.6443,-0.7422,0.1371,-55.41,120.51,185.28
