ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C)
2019-12-06T19:21:25.000,8.29,94.30,21.71
2019-12-06T19:21:35.000,8.29,94.25,21.71
2019-12-06T19:21:45.000,8.29,94.29,21.70
2019-12-06T19:21:55.000,8.30,94.37,21.70
2019-12-06T19:22:05.000,8.30,94.34,21.69
2019-12-06T19:22:15.000,8.31,94.46,21.69
2019-12-06T19:22:25.000,8.31,94.50,21.70
2019-12-06T19:22:35.000,8.30,94.37,21.70
2019-12-06T19:22:45.000,8.30,94.36,21.71
2019-12-06T19:22:55.000,8.31,94.46,21.71
2019-12-06T19:23:05.000,8.30,94.43,21.71
2019-12-06T19:23:15.000,8.29,94.28,21.71
2019-12-06T19:23:25.000,8.30,94.35,21.71
2019-12-06T19:23:35.000,8.30,94.38,21.71
2019-12-06T19:23:45.000,8.29,94.27,21.71
2019-12-06T19:23:55.000,8.30,94.41,21.72
2019-12-06T19:24:05.000,8.30,94.45,21.73
2019-12-06T19:24:15.000,8.28,94.25,21.73
2019-12-06T19:24:25.000,8.29,94.30,21.73
2019-12-06T19:24:35.000,8.29,94.35,21.73
2019-12-06T19:24:45.000,8.29,94.31,21.73
2019-12-06T19:24:55.000,8.29,94.35,21.73
2019-12-06T19:25:05.000,8.30,94.44,21.73
2019-12-06T19:25:15.000,8.28,94.27,21.73
2019-12-06T19:25:25.000,8.30,94.41,21.73
2019-12-06T19:25:35.000,8.30,94.41,21.74
2019-12-06T19:25:45.000,8.29,94.42,21.75
2019-12-06T19:25:55.000,8.28,94.25,21.75
2019-12-06T19:26:05.000,8.29,94.37,21.75
2019-12-06T19:26:15.000,8.29,94.34,21.75
2019-12-06T19:26:25.000,8.30,94.49,21.75
2019-12-06T19:26:35.000,8.26,94.09,21.78
2019-12-06T19:26:45.000,8.24,93.87,21.76
2019-12-06T19:26:55.000,8.25,93.92,21.73
2019-12-06T19:27:05.000,8.25,93.92,21.73
2019-12-06T19:27:15.000,8.25,93.82,21.71
2019-12-06T19:27:25.000,8.25,93.83,21.71
2019-12-06T19:27:35.000,8.25,93.78,21.71
2019-12-06T19:27:45.000,8.24,93.69,21.69
2019-12-06T19:27:55.000,8.25,93.78,21.69
2019-12-06T19:28:05.000,8.24,93.67,21.68
2019-12-06T19:28:15.000,8.22,93.43,21.67
2019-12-06T19:28:25.000,8.22,93.42,21.65
2019-12-06T19:28:35.000,8.23,93.51,21.64
2019-12-06T19:28:45.000,8.25,93.68,21.64
2019-12-06T19:28:55.000,8.23,93.45,21.64
2019-12-06T19:29:05.000,8.23,93.50,21.63
2019-12-06T19:29:15.000,8.24,93.56,21.62
2019-12-06T19:29:25.000,8.23,93.41,21.62
2019-12-06T19:29:35.000,8.24,93.49,21.61
2019-12-06T19:29:45.000,8.23,93.38,21.60
2019-12-06T19:29:55.000,8.23,93.36,21.60
2019-12-06T19:30:05.000,8.23,93.41,21.58
2019-12-06T19:30:15.000,8.22,93.30,21.58
2019-12-06T19:30:25.000,8.22,93.29,21.58
2019-12-06T19:30:35.000,8.22,93.27,21.58
2019-12-06T19:30:45.000,8.22,93.21,21.58
2019-12-06T19:30:55.000,8.23,93.31,21.56
2019-12-06T19:31:05.000,8.23,93.36,21.55
2019-12-06T19:31:15.000,8.22,93.17,21.55
2019-12-06T19:31:25.000,8.22,93.20,21.55
2019-12-06T19:31:35.000,8.24,93.37,21.53
2019-12-06T19:31:45.000,8.23,93.26,21.53
2019-12-06T19:31:55.000,8.24,93.39,21.53
2019-12-06T19:32:05.000,8.22,93.13,21.53
2019-12-06T19:32:15.000,8.23,93.24,21.53
2019-12-06T19:32:25.000,8.22,93.21,21.53
2019-12-06T19:32:35.000,8.22,93.11,21.52
2019-12-06T19:32:45.000,8.22,93.17,21.52
2019-12-06T19:32:55.000,8.22,93.18,21.51
2019-12-06T19:33:05.000,8.22,93.18,21.51
2019-12-06T19:33:15.000,8.22,93.15,21.51
2019-12-06T19:33:25.000,8.22,93.14,21.51
2019-12-06T19:33:35.000,8.21,93.05,21.51
2019-12-06T19:33:45.000,8.23,93.18,21.49
2019-12-06T19:33:55.000,8.22,93.05,21.49
2019-12-06T19:34:05.000,8.22,93.09,21.49
2019-12-06T19:34:15.000,8.22,93.07,21.48
2019-12-06T19:34:25.000,8.23,93.13,21.47
2019-12-06T19:34:35.000,8.22,93.08,21.47
2019-12-06T19:34:45.000,8.22,93.06,21.46
2019-12-06T19:34:55.000,8.21,92.92,21.46
2019-12-06T19:35:05.000,8.23,93.10,21.46
2019-12-06T19:35:15.000,8.22,93.04,21.45
2019-12-06T19:35:25.000,8.23,93.08,21.44
2019-12-06T19:35:35.000,8.23,93.10,21.44
2019-12-06T19:35:45.000,8.23,93.08,21.44
2019-12-06T19:35:55.000,8.23,93.06,21.44
2019-12-06T19:36:05.000,8.22,93.04,21.43
2019-12-06T19:36:15.000,8.23,93.11,21.42
2019-12-06T19:36:25.000,8.23,93.03,21.42
2019-12-06T19:36:35.000,8.22,92.93,21.42
2019-12-06T19:36:45.000,8.21,92.89,21.42
2019-12-06T19:36:55.000,8.23,93.05,21.42
2019-12-06T19:37:05.000,8.22,92.93,21.40
2019-12-06T19:37:15.000,8.23,93.08,21.40
2019-12-06T19:37:25.000,8.22,92.94,21.40
2019-12-06T19:37:35.000,8.22,92.96,21.40
2019-12-06T19:37:45.000,8.22,92.88,21.39
2019-12-06T19:37:55.000,8.23,92.96,21.38
2019-12-06T19:38:05.000,8.22,92.91,21.38
2019-12-06T19:38:15.000,8.22,92.91,21.37
2019-12-06T19:38:25.000,8.22,92.90,21.38
2019-12-06T19:38:35.000,8.22,92.93,21.37
2019-12-06T19:38:45.000,8.23,92.92,21.35
2019-12-06T19:38:55.000,8.23,92.96,21.35
2019-12-06T19:39:05.000,8.23,92.91,21.33
2019-12-06T19:39:15.000,8.23,92.87,21.33
2019-12-06T19:39:25.000,8.23,92.90,21.33
2019-12-06T19:39:35.000,8.24,93.04,21.33
2019-12-06T19:39:45.000,8.23,92.94,21.33
2019-12-06T19:39:55.000,8.22,92.77,21.32
2019-12-06T19:40:05.000,8.23,92.84,21.31
2019-12-06T19:40:15.000,8.23,92.90,21.31
2019-12-06T19:40:25.000,8.23,92.88,21.31
2019-12-06T19:40:35.000,8.22,92.78,21.30
2019-12-06T19:40:45.000,8.22,92.72,21.29
2019-12-06T19:40:55.000,8.24,92.98,21.29
2019-12-06T19:41:05.000,8.24,92.93,21.29
2019-12-06T19:41:15.000,8.24,92.97,21.29
2019-12-06T19:41:25.000,8.23,92.83,21.29
2019-12-06T19:41:35.000,8.22,92.76,21.28
2019-12-06T19:41:45.000,8.24,92.88,21.27
2019-12-06T19:41:55.000,8.24,92.88,21.26
2019-12-06T19:42:05.000,8.23,92.81,21.26
2019-12-06T19:42:15.000,8.23,92.78,21.26
2019-12-06T19:42:25.000,8.22,92.69,21.26
2019-12-06T19:42:35.000,8.22,92.70,21.24
2019-12-06T19:42:45.000,8.24,92.88,21.24
2019-12-06T19:42:55.000,8.24,92.89,21.24
2019-12-06T19:43:05.000,8.23,92.79,21.24
2019-12-06T19:43:15.000,8.23,92.80,21.24
2019-12-06T19:43:25.000,8.24,92.87,21.24
2019-12-06T19:43:35.000,8.25,92.96,21.23
2019-12-06T19:43:45.000,8.25,92.94,21.22
2019-12-06T19:43:55.000,8.24,92.82,21.22
2019-12-06T19:44:05.000,8.24,92.84,21.22
2019-12-06T19:44:15.000,8.24,92.81,21.21
2019-12-06T19:44:25.000,8.24,92.80,21.20
2019-12-06T19:44:35.000,8.26,93.01,21.20
2019-12-06T19:44:45.000,8.25,92.85,21.20
2019-12-06T19:44:55.000,8.25,92.87,21.20
2019-12-06T19:45:05.000,8.25,92.90,21.20
2019-12-06T19:45:15.000,8.24,92.81,21.19
2019-12-06T19:45:25.000,8.25,92.94,21.19
2019-12-06T19:45:35.000,8.24,92.81,21.18
2019-12-06T19:45:45.000,8.25,92.87,21.18
2019-12-06T19:45:55.000,8.25,92.91,21.17
2019-12-06T19:46:05.000,8.24,92.78,21.17
2019-12-06T19:46:15.000,8.26,92.96,21.18
2019-12-06T19:46:25.000,8.27,93.04,21.17
2019-12-06T19:46:35.000,8.25,92.84,21.17
2019-12-06T19:46:45.000,8.26,92.92,21.17
2019-12-06T19:46:55.000,8.27,93.02,21.16
2019-12-06T19:47:05.000,8.27,93.09,21.15
2019-12-06T19:47:15.000,8.25,92.79,21.15
2019-12-06T19:47:25.000,8.26,92.92,21.15
2019-12-06T19:47:35.000,8.26,92.89,21.15
2019-12-06T19:47:45.000,8.27,93.04,21.15
2019-12-06T19:47:55.000,8.25,92.82,21.15
2019-12-06T19:48:05.000,8.27,93.00,21.14
2019-12-06T19:48:15.000,8.27,92.96,21.13
2019-12-06T19:48:25.000,8.25,92.81,21.13
2019-12-06T19:48:35.000,8.26,92.94,21.13
2019-12-06T19:48:45.000,8.26,92.89,21.13
2019-12-06T19:48:55.000,8.26,92.92,21.13
2019-12-06T19:49:05.000,8.26,92.88,21.12
2019-12-06T19:49:15.000,8.25,92.80,21.11
2019-12-06T19:49:25.000,8.26,92.83,21.11
2019-12-06T19:49:35.000,8.27,92.95,21.11
2019-12-06T19:49:45.000,8.27,92.93,21.11
2019-12-06T19:49:55.000,8.27,92.92,21.11
2019-12-06T19:50:05.000,8.25,92.78,21.11
2019-12-06T19:50:15.000,8.26,92.84,21.10
2019-12-06T19:50:25.000,8.28,93.00,21.09
2019-12-06T19:50:35.000,8.26,92.85,21.10
2019-12-06T19:50:45.000,8.28,93.07,21.11
2019-12-06T19:50:55.000,8.26,92.86,21.10
2019-12-06T19:51:05.000,8.27,92.92,21.10
2019-12-06T19:51:15.000,8.26,92.87,21.09
2019-12-06T19:51:25.000,8.27,92.94,21.09
2019-12-06T19:51:35.000,8.26,92.78,21.08
2019-12-06T19:51:45.000,8.28,92.99,21.07
2019-12-06T19:51:55.000,8.27,92.95,21.07
2019-12-06T19:52:05.000,8.26,92.79,21.07
2019-12-06T19:52:15.000,8.26,92.79,21.06
2019-12-06T19:52:25.000,8.27,92.86,21.06
2019-12-06T19:52:35.000,8.26,92.77,21.06
2019-12-06T19:52:45.000,8.25,92.62,21.06
2019-12-06T19:52:55.000,8.24,92.59,21.06
2019-12-06T19:53:05.000,8.25,92.66,21.06
2019-12-06T19:53:15.000,8.25,92.63,21.06
2019-12-06T19:53:25.000,8.26,92.78,21.06
2019-12-06T19:53:35.000,8.24,92.56,21.06
2019-12-06T19:53:45.000,8.25,92.63,21.06
2019-12-06T19:53:55.000,8.24,92.49,21.04
2019-12-06T19:54:05.000,8.25,92.57,21.04
2019-12-06T19:54:15.000,8.24,92.52,21.04
2019-12-06T19:54:25.000,8.25,92.65,21.04
2019-12-06T19:54:35.000,8.25,92.59,21.02
2019-12-06T19:54:45.000,8.25,92.59,21.02
2019-12-06T19:54:55.000,8.26,92.73,21.02
2019-12-06T19:55:05.000,8.24,92.49,21.02
2019-12-06T19:55:15.000,8.24,92.43,21.00
2019-12-06T19:55:25.000,8.24,92.44,21.00
2019-12-06T19:55:35.000,8.24,92.42,21.00
2019-12-06T19:55:45.000,8.23,92.33,21.00
2019-12-06T19:55:55.000,8.24,92.47,21.00
2019-12-06T19:56:05.000,8.24,92.40,20.99
2019-12-06T19:56:15.000,8.24,92.43,20.98
2019-12-06T19:56:25.000,8.24,92.34,20.97
2019-12-06T19:56:35.000,8.24,92.40,20.97
2019-12-06T19:56:45.000,8.23,92.22,20.97
2019-12-06T19:56:55.000,8.24,92.33,20.97
2019-12-06T19:57:05.000,8.23,92.25,20.97
2019-12-06T19:57:15.000,8.23,92.20,20.96
2019-12-06T19:57:25.000,8.22,92.15,20.96
2019-12-06T19:57:35.000,8.21,92.04,20.95
2019-12-06T19:57:45.000,8.23,92.26,20.95
2019-12-06T19:57:55.000,8.22,92.17,20.95
2019-12-06T19:58:05.000,8.23,92.19,20.94
2019-12-06T19:58:15.000,8.22,92.08,20.93
2019-12-06T19:58:25.000,8.24,92.27,20.93
2019-12-06T19:58:35.000,8.24,92.31,20.93
2019-12-06T19:58:45.000,8.24,92.34,20.93
2019-12-06T19:58:55.000,8.24,92.31,20.93
2019-12-06T19:59:05.000,8.23,92.21,20.93
2019-12-06T19:59:15.000,8.24,92.26,20.92
2019-12-06T19:59:25.000,8.24,92.28,20.91
2019-12-06T19:59:35.000,8.25,92.40,20.91
2019-12-06T19:59:45.000,8.25,92.42,20.92
2019-12-06T19:59:55.000,8.24,92.30,20.92
2019-12-06T20:00:05.000,8.24,92.31,20.93
2019-12-06T20:00:15.000,8.24,92.30,20.92
2019-12-06T20:00:25.000,8.24,92.26,20.92
2019-12-06T20:00:35.000,8.26,92.50,20.91
2019-12-06T20:00:45.000,8.25,92.38,20.91
2019-12-06T20:00:55.000,8.25,92.35,20.91
2019-12-06T20:01:05.000,8.24,92.30,20.91
2019-12-06T20:01:15.000,8.24,92.25,20.91
2019-12-06T20:01:25.000,8.25,92.32,20.91
2019-12-06T20:01:35.000,8.24,92.29,20.91
2019-12-06T20:01:45.000,8.26,92.44,20.91
2019-12-06T20:01:55.000,8.25,92.43,20.91
2019-12-06T20:02:05.000,8.26,92.48,20.90
2019-12-06T20:02:15.000,8.25,92.32,20.89
2019-12-06T20:02:25.000,8.24,92.28,20.89
2019-12-06T20:02:35.000,8.25,92.32,20.89
2019-12-06T20:02:45.000,8.24,92.22,20.89
2019-12-06T20:02:55.000,8.26,92.42,20.88
2019-12-06T20:03:05.000,8.25,92.37,20.88
2019-12-06T20:03:15.000,8.26,92.45,20.89
2019-12-06T20:03:25.000,8.26,92.40,20.89
2019-12-06T20:03:35.000,8.25,92.38,20.88
2019-12-06T20:03:45.000,8.26,92.40,20.88
2019-12-06T20:03:55.000,8.25,92.30,20.88
2019-12-06T20:04:05.000,8.25,92.30,20.87
2019-12-06T20:04:15.000,8.26,92.42,20.87
2019-12-06T20:04:25.000,8.26,92.45,20.88
2019-12-06T20:04:35.000,8.26,92.42,20.87
2019-12-06T20:04:45.000,8.25,92.33,20.87
2019-12-06T20:04:55.000,8.26,92.40,20.87
2019-12-06T20:05:05.000,8.27,92.50,20.87
2019-12-06T20:05:15.000,8.26,92.41,20.87
2019-12-06T20:05:25.000,8.26,92.42,20.87
2019-12-06T20:05:35.000,8.26,92.38,20.88
2019-12-06T20:05:45.000,8.26,92.46,20.88
2019-12-06T20:05:55.000,8.24,92.26,20.88
2019-12-06T20:06:05.000,8.26,92.40,20.88
2019-12-06T20:06:15.000,8.26,92.40,20.88
2019-12-06T20:06:25.000,8.27,92.57,20.88
2019-12-06T20:06:35.000,8.25,92.36,20.88
2019-12-06T20:06:45.000,8.26,92.42,20.88
2019-12-06T20:06:55.000,8.24,92.24,20.88
2019-12-06T20:07:05.000,8.26,92.44,20.88
2019-12-06T20:07:15.000,8.26,92.44,20.88
2019-12-06T20:07:25.000,8.25,92.30,20.88
2019-12-06T20:07:35.000,8.27,92.59,20.88
2019-12-06T20:07:45.000,8.26,92.46,20.88
2019-12-06T20:07:55.000,8.25,92.36,20.87
2019-12-06T20:08:05.000,8.26,92.48,20.88
2019-12-06T20:08:15.000,8.26,92.43,20.87
2019-12-06T20:08:25.000,8.26,92.40,20.88
2019-12-06T20:08:35.000,8.25,92.36,20.88
2019-12-06T20:08:45.000,8.25,92.32,20.87
2019-12-06T20:08:55.000,8.26,92.41,20.88
2019-12-06T20:09:05.000,8.25,92.39,20.88
2019-12-06T20:09:15.000,8.24,92.24,20.88
2019-12-06T20:09:25.000,8.25,92.36,20.88
2019-12-06T20:09:35.000,8.24,92.27,20.88
2019-12-06T20:09:45.000,8.26,92.46,20.88
2019-12-06T20:09:55.000,8.26,92.41,20.88
2019-12-06T20:10:05.000,8.25,92.39,20.89
2019-12-06T20:10:15.000,8.26,92.50,20.88
2019-12-06T20:10:25.000,8.26,92.44,20.89
2019-12-06T20:10:35.000,8.27,92.52,20.89
2019-12-06T20:10:45.000,8.25,92.34,20.89
2019-12-06T20:10:55.000,8.26,92.51,20.89
2019-12-06T20:11:05.000,8.27,92.56,20.89
2019-12-06T20:11:15.000,8.25,92.41,20.90
2019-12-06T20:11:25.000,8.26,92.45,20.91
2019-12-06T20:11:35.000,8.26,92.49,20.91
2019-12-06T20:11:45.000,8.26,92.48,20.91
2019-12-06T20:11:55.000,8.26,92.45,20.91
2019-12-06T20:12:05.000,8.26,92.54,20.92
2019-12-06T20:12:15.000,8.24,92.32,20.92
2019-12-06T20:12:25.000,8.25,92.37,20.92
2019-12-06T20:12:35.000,8.26,92.50,20.92
2019-12-06T20:12:45.000,8.25,92.45,20.93
2019-12-06T20:12:55.000,8.25,92.45,20.93
2019-12-06T20:13:05.000,8.26,92.49,20.93
2019-12-06T20:13:15.000,8.26,92.55,20.93
2019-12-06T20:13:25.000,8.26,92.51,20.93
2019-12-06T20:13:35.000,8.25,92.42,20.93
2019-12-06T20:13:45.000,8.26,92.56,20.93
2019-12-06T20:13:55.000,8.26,92.51,20.93
2019-12-06T20:14:05.000,8.26,92.57,20.93
2019-12-06T20:14:15.000,8.25,92.46,20.93
2019-12-06T20:14:25.000,8.25,92.43,20.93
2019-12-06T20:14:35.000,8.26,92.51,20.93
2019-12-06T20:14:45.000,8.25,92.48,20.94
2019-12-06T20:14:55.000,8.24,92.35,20.95
2019-12-06T20:15:05.000,8.25,92.42,20.95
2019-12-06T20:15:15.000,8.26,92.56,20.95
2019-12-06T20:15:25.000,8.25,92.46,20.95
2019-12-06T20:15:35.000,8.25,92.42,20.95
2019-12-06T20:15:45.000,8.24,92.33,20.95
2019-12-06T20:15:55.000,8.24,92.37,20.95
2019-12-06T20:16:05.000,8.25,92.45,20.95
2019-12-06T20:16:15.000,8.24,92.38,20.95
2019-12-06T20:16:25.000,8.24,92.37,20.95
2019-12-06T20:16:35.000,8.24,92.37,20.95
2019-12-06T20:16:45.000,8.24,92.35,20.96
2019-12-06T20:16:55.000,8.24,92.36,20.95
2019-12-06T20:17:05.000,8.24,92.31,20.95
2019-12-06T20:17:15.000,8.23,92.20,20.96
2019-12-06T20:17:25.000,8.24,92.40,20.97
2019-12-06T20:17:35.000,8.22,92.21,20.97
2019-12-06T20:17:45.000,8.24,92.34,20.97
2019-12-06T20:17:55.000,8.24,92.36,20.98
2019-12-06T20:18:05.000,8.23,92.25,20.97
2019-12-06T20:18:15.000,8.23,92.33,20.98
2019-12-06T20:18:25.000,8.23,92.28,20.97
2019-12-06T20:18:35.000,8.23,92.31,20.98
2019-12-06T20:18:45.000,8.24,92.42,20.98
2019-12-06T20:18:55.000,8.23,92.32,20.98
2019-12-06T20:19:05.000,8.24,92.46,20.98
2019-12-06T20:19:15.000,8.22,92.18,20.98
2019-12-06T20:19:25.000,8.23,92.30,20.99
2019-12-06T20:19:35.000,8.23,92.34,21.00
2019-12-06T20:19:45.000,8.23,92.24,20.98
2019-12-06T20:19:55.000,8.22,92.17,20.99
2019-12-06T20:20:05.000,8.23,92.34,20.99
2019-12-06T20:20:15.000,8.22,92.19,21.00
2019-12-06T20:20:25.000,8.23,92.26,21.00
2019-12-06T20:20:35.000,8.22,92.27,21.01
2019-12-06T20:20:45.000,8.21,92.11,21.02
2019-12-06T20:20:55.000,8.21,92.15,21.02
2019-12-06T20:21:05.000,8.21,92.16,21.02
2019-12-06T20:21:15.000,8.22,92.23,21.02
2019-12-06T20:21:25.000,8.22,92.26,21.03
2019-12-06T20:21:35.000,8.22,92.27,21.03
2019-12-06T20:21:45.000,8.21,92.20,21.04
2019-12-06T20:21:55.000,8.22,92.25,21.04
2019-12-06T20:22:05.000,8.20,92.09,21.04
2019-12-06T20:22:15.000,8.22,92.27,21.04
2019-12-06T20:22:25.000,8.22,92.24,21.04
2019-12-06T20:22:35.000,8.20,92.11,21.04
2019-12-06T20:22:45.000,8.21,92.13,21.04
2019-12-06T20:22:55.000,8.21,92.23,21.04
2019-12-06T20:23:05.000,8.22,92.29,21.04
2019-12-06T20:23:15.000,8.20,92.12,21.05
2019-12-06T20:23:25.000,8.21,92.22,21.06
2019-12-06T20:23:35.000,8.20,92.13,21.06
2019-12-06T20:23:45.000,8.20,92.15,21.06
2019-12-06T20:23:55.000,8.22,92.35,21.06
2019-12-06T20:24:05.000,8.21,92.22,21.06
2019-12-06T20:24:15.000,8.20,92.08,21.06
2019-12-06T20:24:25.000,8.19,91.98,21.06
2019-12-06T20:24:35.000,8.21,92.21,21.06
2019-12-06T20:24:45.000,8.21,92.21,21.06
2019-12-06T20:24:55.000,8.21,92.26,21.06
2019-12-06T20:25:05.000,8.19,92.03,21.06
2019-12-06T20:25:15.000,8.21,92.21,21.07
2019-12-06T20:25:25.000,8.21,92.22,21.07
2019-12-06T20:25:35.000,8.21,92.25,21.07
2019-12-06T20:25:45.000,8.21,92.19,21.08
2019-12-06T20:25:55.000,8.19,92.04,21.08
2019-12-06T20:26:05.000,8.20,92.16,21.08
2019-12-06T20:26:15.000,8.21,92.22,21.09
2019-12-06T20:26:25.000,8.20,92.18,21.08
2019-12-06T20:26:35.000,8.21,92.21,21.09
2019-12-06T20:26:45.000,8.21,92.23,21.09
2019-12-06T20:26:55.000,8.20,92.13,21.09
2019-12-06T20:27:05.000,8.22,92.31,21.09
2019-12-06T20:27:15.000,8.19,92.01,21.09
2019-12-06T20:27:25.000,8.20,92.16,21.10
2019-12-06T20:27:35.000,8.21,92.25,21.11
2019-12-06T20:27:45.000,8.19,92.12,21.11
2019-12-06T20:27:55.000,8.20,92.18,21.11
2019-12-06T20:28:05.000,8.19,92.12,21.11
2019-12-06T20:28:15.000,8.20,92.23,21.11
2019-12-06T20:28:25.000,8.20,92.13,21.11
2019-12-06T20:28:35.000,8.18,91.99,21.11
2019-12-06T20:28:45.000,8.21,92.34,21.11
2019-12-06T20:28:55.000,8.21,92.25,21.11
2019-12-06T20:29:05.000,8.19,92.15,21.13
2019-12-06T20:29:15.000,8.19,92.08,21.11
2019-12-06T20:29:25.000,8.20,92.20,21.13
2019-12-06T20:29:35.000,8.19,92.07,21.13
2019-12-06T20:29:45.000,8.19,92.13,21.13
2019-12-06T20:29:55.000,8.20,92.25,21.13
2019-12-06T20:30:05.000,8.19,92.07,21.13
2019-12-06T20:30:15.000,8.19,92.14,21.13
2019-12-06T20:30:25.000,8.19,92.09,21.13
2019-12-06T20:30:35.000,8.18,92.03,21.13
2019-12-06T20:30:45.000,8.19,92.11,21.13
2019-12-06T20:30:55.000,8.20,92.22,21.13
2019-12-06T20:31:05.000,8.19,92.13,21.13
2019-12-06T20:31:15.000,8.19,92.13,21.13
2019-12-06T20:31:25.000,8.21,92.28,21.13
2019-12-06T20:31:35.000,8.21,92.31,21.14
2019-12-06T20:31:45.000,8.19,92.12,21.15
2019-12-06T20:31:55.000,8.21,92.36,21.15
2019-12-06T20:32:05.000,8.20,92.23,21.15
2019-12-06T20:32:15.000,8.19,92.17,21.15
2019-12-06T20:32:25.000,8.20,92.23,21.15
2019-12-06T20:32:35.000,8.20,92.28,21.15
2019-12-06T20:32:45.000,8.19,92.16,21.15
2019-12-06T20:32:55.000,8.19,92.20,21.15
2019-12-06T20:33:05.000,8.20,92.26,21.15
2019-12-06T20:33:15.000,8.20,92.31,21.15
2019-12-06T20:33:25.000,8.20,92.29,21.15
2019-12-06T20:33:35.000,8.19,92.19,21.15
2019-12-06T20:33:45.000,8.19,92.20,21.15
2019-12-06T20:33:55.000,8.20,92.21,21.15
2019-12-06T20:34:05.000,8.19,92.16,21.15
2019-12-06T20:34:15.000,8.19,92.19,21.16
2019-12-06T20:34:25.000,8.21,92.34,21.17
2019-12-06T20:34:35.000,8.19,92.18,21.16
2019-12-06T20:34:45.000,8.20,92.24,21.17
2019-12-06T20:34:55.000,8.19,92.17,21.18
2019-12-06T20:35:05.000,8.20,92.28,21.17
2019-12-06T20:35:15.000,8.21,92.37,21.18
2019-12-06T20:35:25.000,8.19,92.14,21.18
2019-12-06T20:35:35.000,8.19,92.24,21.18
2019-12-06T20:35:45.000,8.19,92.19,21.18
2019-12-06T20:35:55.000,8.19,92.21,21.18
2019-12-06T20:36:05.000,8.20,92.31,21.19
2019-12-06T20:36:15.000,8.20,92.31,21.19
2019-12-06T20:36:25.000,8.19,92.16,21.18
2019-12-06T20:36:35.000,8.21,92.42,21.19
2019-12-06T20:36:45.000,8.20,92.36,21.20
2019-12-06T20:36:55.000,8.19,92.19,21.20
2019-12-06T20:37:05.000,8.20,92.34,21.20
2019-12-06T20:37:15.000,8.20,92.30,21.20
2019-12-06T20:37:25.000,8.20,92.34,21.20
2019-12-06T20:37:35.000,8.19,92.28,21.20
2019-12-06T20:37:45.000,8.20,92.39,21.20
2019-12-06T20:37:55.000,8.20,92.39,21.20
2019-12-06T20:38:05.000,8.19,92.27,21.21
2019-12-06T20:38:15.000,8.20,92.34,21.21
2019-12-06T20:38:25.000,8.18,92.16,21.21
2019-12-06T20:38:35.000,8.20,92.41,21.22
2019-12-06T20:38:45.000,8.19,92.26,21.22
2019-12-06T20:38:55.000,8.19,92.28,21.20
2019-12-06T20:39:05.000,8.19,92.20,21.20
2019-12-06T20:39:15.000,8.19,92.26,21.20
2019-12-06T20:39:25.000,8.20,92.41,21.21
2019-12-06T20:39:35.000,8.19,92.24,21.21
2019-12-06T20:39:45.000,8.20,92.37,21.22
2019-12-06T20:39:55.000,8.18,92.17,21.22
2019-12-06T20:40:05.000,8.19,92.24,21.22
2019-12-06T20:40:15.000,8.18,92.21,21.22
2019-12-06T20:40:25.000,8.19,92.31,21.22
2019-12-06T20:40:35.000,8.19,92.33,21.22
2019-12-06T20:40:45.000,8.20,92.35,21.22
2019-12-06T20:40:55.000,8.20,92.37,21.22
2019-12-06T20:41:05.000,8.20,92.41,21.22
2019-12-06T20:41:15.000,8.19,92.32,21.22
2019-12-06T20:41:25.000,8.19,92.25,21.22
2019-12-06T20:41:35.000,8.20,92.38,21.22
2019-12-06T20:41:45.000,8.19,92.30,21.22
2019-12-06T20:41:55.000,8.21,92.52,21.23
2019-12-06T20:42:05.000,8.18,92.22,21.22
2019-12-06T20:42:15.000,8.21,92.53,21.23
2019-12-06T20:42:25.000,8.20,92.39,21.23
2019-12-06T20:42:35.000,8.20,92.39,21.24
2019-12-06T20:42:45.000,8.20,92.46,21.24
2019-12-06T20:42:55.000,8.19,92.34,21.24
2019-12-06T20:43:05.000,8.21,92.52,21.24
2019-12-06T20:43:15.000,8.19,92.35,21.24
2019-12-06T20:43:25.000,8.21,92.49,21.25
2019-12-06T20:43:35.000,8.20,92.39,21.25
2019-12-06T20:43:45.000,8.20,92.49,21.26
2019-12-06T20:43:55.000,8.19,92.32,21.25
2019-12-06T20:44:05.000,8.20,92.44,21.24
2019-12-06T20:44:15.000,8.21,92.49,21.24
2019-12-06T20:44:25.000,8.19,92.28,21.24
2019-12-06T20:44:35.000,8.20,92.38,21.24
2019-12-06T20:44:45.000,8.20,92.38,21.24
2019-12-06T20:44:55.000,8.20,92.39,21.25
2019-12-06T20:45:05.000,8.19,92.29,21.25
2019-12-06T20:45:15.000,8.19,92.36,21.24
2019-12-06T20:45:25.000,8.19,92.37,21.25
2019-12-06T20:45:35.000,8.19,92.30,21.26
2019-12-06T20:45:45.000,8.19,92.30,21.26
2019-12-06T20:45:55.000,8.18,92.28,21.26
2019-12-06T20:46:05.000,8.19,92.39,21.26
2019-12-06T20:46:15.000,8.19,92.32,21.26
2019-12-06T20:46:25.000,8.20,92.44,21.26
2019-12-06T20:46:35.000,8.19,92.39,21.27
2019-12-06T20:46:45.000,8.20,92.50,21.27
2019-12-06T20:46:55.000,8.20,92.46,21.28
2019-12-06T20:47:05.000,8.18,92.23,21.28
2019-12-06T20:47:15.000,8.20,92.47,21.27
